video_stem,video_path,exercise_class,quality,split,action_name_raw,comment,action_guidance,judgement_key,frame_root,frame_start,frame_end,annotator
IlnyLs_action_13__ann0,,leg lunge with knee lift,5.000000,train,Leg Lunge With Knee Lift,"The movements follow the instructional text, are relatively smooth, and the speed is fast, but not stable enough. I hope the movements can be more stable, and the range of motion can be larger.","in the lunge position, the upper body is in a straight line with the back leg, and put your hands on your hips. get up, raise your knees simultaneously, and move as steadily and smoothly as possible. do not tilt your pelvis to the side during the lunge, and keep your pelvis and upper body always forward.",IlnyLs_action_13,frames_open/IlnyLs,9601,9916,JsThJv07In
gtJsTh_action_6__ann0,,sit-ups,3.000000,train,Sit-ups,"The movement does not follow the instructional text closely enough, the movement is relatively smooth, the speed is not fast enough, and it is not stable. The hands are not straight and placed on the sides of the head, the hands should be extended to the back of the head, instead of being placed on the sides of the body, and the head is also not fully touching the ground.","lie on the mat, put your arms straight on either side of your head, put your feet together, open your legs, and use your abdominal muscles to get up. keep your head, shoulders, upper back, and lower back off the ground in turn, and touch your feet with your hands. make sure your lower back, upper back, shoulder, and head touch the ground in turn when lowering. control your speed throughout the action, with the frequency of about once every 2 seconds.",gtJsTh_action_6,frames_open/gtJsTh,4036,4891,JsThJv07In
vHqhM6_action_3__ann0,,jumping jacks,5.000000,train,Jumping Jacks,"The movements closely follow the instructional text, the movements are very smooth, the pace is reasonable, overall very stable, it is a very standard movement.","tighten your waist and abdomen, and tense your arms. lift your arms with shoulder strength, press your arms down with back strength, and use your arms to drive your body to jump. jump with your feet open and close, relax your calves as much as possible, and do not lower or raise your head.",vHqhM6_action_3,frames_open/vHqhM6,2866,3256,JsThJv07In
3HqdZ6_action_6__ann0,,side knee raise and abdominal muscles contract,4.000000,train,Side Knee Raise And Abdominal Muscles Contract,"The movements were basically completed following the instructions, and the movements were relatively smooth. I feel that the stretching for the abdominal area is not thorough enough.","keep your weight on your right foot and put your right hand on your hip; put your left tiptoes on the ground, lift your left shoulder and stretch your left arm above your head, feeling the stretch in your left abdominal muscle. lift the left knee while pressing the left shoulder down and touching the left knee with the left elbow; then restore to the initial state after a pause.",3HqdZ6_action_6,frames_open/3HqdZ6,5026,5431,q6ITZM5jtg
CeqSkC_action_3__ann0,,leg lunge with knee lift,4.000000,train,Leg Lunge With Knee Lift,"The movements were completed according to the instructional text, but the smoothness and flexibility were not ideal, especially the lunge position was not accurate enough.","in the lunge position, the upper body is in a straight line with the back leg, and put your hands on your hips. get up, raise your knees simultaneously, and move as steadily and smoothly as possible. do not tilt your pelvis to the side during the lunge, and keep your pelvis and upper body always forward.",CeqSkC_action_3,frames_open/CeqSkC,1531,1951,q6ITZM5jtg
RHNgmh_action_9__ann0,,kneeling pushing-ups,4.000000,train,Kneeling pushing-ups,"Basic compliance with the text, elbows not dropping below slightly higher than the torso.","cross your feet, kneel on the mat, keep your back straight, keep your body in a straight line from the side, and put your hands on both sides of the chest, slightly wider than shoulder-width apart. bend your arms and bend down until your elbows are slightly above your torso, then stretch your arms and get up to restore.",RHNgmh_action_9,frames_open/RHNgmh,6601,7246,q6ITZM5jtg
q6ITZM_action_1__ann0,,sit-ups,4.000000,train,Sit-ups,"The movements are relatively smooth, with a moderate pace. The abdominal muscles are not fully engaged during the exercise.","lie on the mat, put your arms straight on either side of your head, put your feet together, open your legs, and use your abdominal muscles to get up. keep your head, shoulders, upper back, and lower back off the ground in turn, and touch your feet with your hands. make sure your lower back, upper back, shoulder, and head touch the ground in turn when lowering. control your speed throughout the action, with the frequency of about once every 2 seconds.",q6ITZM_action_1,frames_open/q6ITZM,571,1171,q6ITZM5jtg
q6ITZM_action_8__ann0,,leg lunge with knee lift,3.000000,train,Leg Lunge With Knee Lift,The lunge is not done correctly.,"in the lunge position, the upper body is in a straight line with the back leg, and put your hands on your hips. get up, raise your knees simultaneously, and move as steadily and smoothly as possible. do not tilt your pelvis to the side during the lunge, and keep your pelvis and upper body always forward.",q6ITZM_action_8,frames_open/q6ITZM,6481,6826,q6ITZM5jtg
IlnyLs_action_9__ann0,,high knee,3.000000,train,High Knee,The speed is not fast enough.,"straighten your back, look ahead, and lift your legs alternately and quickly with your front feet on the ground. keep your body stable and swing your arms with the rhythm of the leg lifts. maintain the fastest speed.",IlnyLs_action_9,frames_open/IlnyLs,5611,5821,q6ITZM5jtg
IlnyLs_action_9__ann1,,high knee,2.000000,train,High Knee,"The knees are turning inwards, not fast enough.","straighten your back, look ahead, and lift your legs alternately and quickly with your front feet on the ground. keep your body stable and swing your arms with the rhythm of the leg lifts. maintain the fastest speed.",IlnyLs_action_9,frames_open/IlnyLs,5611,5821,Ue52RvEJgw
gtJsTh_action_12__ann0,,jumping jacks,4.000000,train,Jumping Jacks,Well done,"tighten your waist and abdomen, and tense your arms. lift your arms with shoulder strength, press your arms down with back strength, and use your arms to drive your body to jump. jump with your feet open and close, relax your calves as much as possible, and do not lower or raise your head.",gtJsTh_action_12,frames_open/gtJsTh,8596,8911,q6ITZM5jtg
52RvEJ_action_9__ann0,,kneeling side torso twist,4.000000,train,Kneeling Side Torso Twist,"The knees did not separate, the movements were slow, overall relatively smooth, but slightly awkward, can separate the knees and speed up a bit.",lie prone on a yoga mat with your knees on the ground and slightly apart; put your left hand on the ground and bend your right elbow to hold your ear. contract your abdominal muscles and use your right elbow to get closer to the ground; pause briefly and return to the starting position.,52RvEJ_action_9,frames_open/52RvEJ,9556,10291,BuNO6n9JEC
52RvEJ_action_9__ann1,,kneeling side torso twist,5.000000,train,Kneeling Side Torso Twist,"The movements are completed following the instructional text, at a moderate speed, stable and smooth, powerful and in place, very well done.",lie prone on a yoga mat with your knees on the ground and slightly apart; put your left hand on the ground and bend your right elbow to hold your ear. contract your abdominal muscles and use your right elbow to get closer to the ground; pause briefly and return to the starting position.,52RvEJ_action_9,frames_open/52RvEJ,9556,10291,hFLOv2mpbU
SMPFTP_action_2__ann0,,shoulder bridge,4.000000,train,Shoulder Bridge,"During the descent, the knees should be kept close together. The pace of the movement is good, but it can be smoother. You can work on maintaining more stability in the body, lifting the buttocks slightly higher, and keeping the knees from moving.","lie on your back with your legs naturally bent about 90 degrees, keep your legs hip_x0002_width apart, and relax your feet. place your hands naturally on both sides of your body with palms down, and keep your spine in a standard neutral position. when inhaling, keep your body stable, and when exhaling, contract the abdominal muscles, pull your navel toward the spine, tilt the pelvis backward and lift your pubis. continue to exhale, raise your spine from the tailbone section by section to roll off the mat until your knees and hips are raised in a straight line with the shoulders. inhale again, and keep your torso still. exhale, relax your chest and ribs, and turn the spine to the starting position, section by section.",SMPFTP_action_2,frames_open/SMPFTP,1111,1906,BuNO6n9JEC
SMPFTP_action_2__ann1,,shoulder bridge,5.000000,train,Shoulder Bridge,"The movements followed the instructional text, had a good rhythm, completed smoothly, strong control over the body, very good, keep up the good work.","lie on your back with your legs naturally bent about 90 degrees, keep your legs hip_x0002_width apart, and relax your feet. place your hands naturally on both sides of your body with palms down, and keep your spine in a standard neutral position. when inhaling, keep your body stable, and when exhaling, contract the abdominal muscles, pull your navel toward the spine, tilt the pelvis backward and lift your pubis. continue to exhale, raise your spine from the tailbone section by section to roll off the mat until your knees and hips are raised in a straight line with the shoulders. inhale again, and keep your torso still. exhale, relax your chest and ribs, and turn the spine to the starting position, section by section.",SMPFTP_action_2,frames_open/SMPFTP,1111,1906,hFLOv2mpbU
MPm3tr_action_1__ann0,,kneeling side torso twist,4.000000,train,Kneeling Side Torso Twist,A bit hunched over,lie prone on a yoga mat with your knees on the ground and slightly apart; put your left hand on the ground and bend your right elbow to hold your ear. contract your abdominal muscles and use your right elbow to get closer to the ground; pause briefly and return to the starting position.,MPm3tr_action_1,frames_open/MPm3tr,421,766,Ue52RvEJgw
MPm3tr_action_1__ann1,,kneeling side torso twist,5.000000,train,Kneeling Side Torso Twist,"The movements are standardized and smooth, following the instructional text accurately, very good!",lie prone on a yoga mat with your knees on the ground and slightly apart; put your left hand on the ground and bend your right elbow to hold your ear. contract your abdominal muscles and use your right elbow to get closer to the ground; pause briefly and return to the starting position.,MPm3tr_action_1,frames_open/MPm3tr,421,766,hFLOv2mpbU
62c2V9_action_10__ann0,,sumo squat,2.000000,train,Sumo Squat,"The movements are too casual, the feet are not spread apart, not squatting down, and the hands are not in the right position.","stand about twice shoulder-width apart, with your toes facing diagonally forward. when squatting to the thighs parallel to the ground, keep your knees in the same direction as your toes. keep your upper body as straight as possible, and sit back slightly when squatting. cross your arms over your chest.",62c2V9_action_10,frames_open/62c2V9,5821,6151,Ue52RvEJgw
62c2V9_action_10__ann1,,sumo squat,2.000000,train,Sumo Squat,"The movement was not completed according to the instructional text, pay attention to completing the movement one group at a time, squat down until the thighs are parallel to the ground, cross arms in front of the chest.","stand about twice shoulder-width apart, with your toes facing diagonally forward. when squatting to the thighs parallel to the ground, keep your knees in the same direction as your toes. keep your upper body as straight as possible, and sit back slightly when squatting. cross your arms over your chest.",62c2V9_action_10,frames_open/62c2V9,5821,6151,hFLOv2mpbU
bUrhTo_action_1__ann0,,shoulder bridge,3.000000,train,Shoulder Bridge,Relaxing too quickly,"lie on your back with your legs naturally bent about 90 degrees, keep your legs hip_x0002_width apart, and relax your feet. place your hands naturally on both sides of your body with palms down, and keep your spine in a standard neutral position. when inhaling, keep your body stable, and when exhaling, contract the abdominal muscles, pull your navel toward the spine, tilt the pelvis backward and lift your pubis. continue to exhale, raise your spine from the tailbone section by section to roll off the mat until your knees and hips are raised in a straight line with the shoulders. inhale again, and keep your torso still. exhale, relax your chest and ribs, and turn the spine to the starting position, section by section.",bUrhTo_action_1,frames_open/bUrhTo,541,1756,Ue52RvEJgw
bUrhTo_action_1__ann1,,shoulder bridge,5.000000,train,Shoulder Bridge,"The movements follow the instructional text, are well executed, the exercise process is smooth, and the core is stable. Very good.","lie on your back with your legs naturally bent about 90 degrees, keep your legs hip_x0002_width apart, and relax your feet. place your hands naturally on both sides of your body with palms down, and keep your spine in a standard neutral position. when inhaling, keep your body stable, and when exhaling, contract the abdominal muscles, pull your navel toward the spine, tilt the pelvis backward and lift your pubis. continue to exhale, raise your spine from the tailbone section by section to roll off the mat until your knees and hips are raised in a straight line with the shoulders. inhale again, and keep your torso still. exhale, relax your chest and ribs, and turn the spine to the starting position, section by section.",bUrhTo_action_1,frames_open/bUrhTo,541,1756,hFLOv2mpbU
5DOBx3_action_0__ann0,,push-ups,3.000000,train,Push-ups,"The body is not sinking enough, there is a bit of shoulder shrugging.","push up on the mat, keep your waist and back straight, keep your body in a straight line from the side, and hold the hands on both sides of the chest, slightly wider than shoulder-width apart. bend your arms and bend down your body until your elbows are slightly higher than your torso, then stretch your arms to get up and restore.",5DOBx3_action_0,frames_open/5DOBx3,46,526,Ue52RvEJgw
5DOBx3_action_0__ann1,,push-ups,4.000000,train,Push-ups,"The movements were completed according to the instructional text, at a moderate speed, with a smooth process, and fairly standard compared to others.","push up on the mat, keep your waist and back straight, keep your body in a straight line from the side, and hold the hands on both sides of the chest, slightly wider than shoulder-width apart. bend your arms and bend down your body until your elbows are slightly higher than your torso, then stretch your arms to get up and restore.",5DOBx3_action_0,frames_open/5DOBx3,46,526,hFLOv2mpbU
Szmqw5_action_6__ann0,,leg reverse lunge,4.000000,train,Leg Reverse Lunge,Good job,"keep your chest up and your abdominal muscles tight, and look ahead with both hands on your hips. step back with your right leg, squat down so that the knee joint and ankle joint are in the same vertical line, and keep the load evenly distributed on both legs; sink your hip, bend the knees and squat down until your right leg knee joint is close to the ground, and then return.",Szmqw5_action_6,frames_open/Szmqw5,12001,12541,Ue52RvEJgw
Szmqw5_action_6__ann1,,leg reverse lunge,5.000000,train,Leg Reverse Lunge,"The movements are completed according to the instructional text, with precise execution, smooth transitions, and moderate pace.","keep your chest up and your abdominal muscles tight, and look ahead with both hands on your hips. step back with your right leg, squat down so that the knee joint and ankle joint are in the same vertical line, and keep the load evenly distributed on both legs; sink your hip, bend the knees and squat down until your right leg knee joint is close to the ground, and then return.",Szmqw5_action_6,frames_open/Szmqw5,12001,12541,hFLOv2mpbU
LOv2mp_action_1__ann0,,shoulder bridge,1.000000,train,Shoulder Bridge,"Not putting in effort, doing it messily.","lie on your back with your legs naturally bent about 90 degrees, keep your legs hip_x0002_width apart, and relax your feet. place your hands naturally on both sides of your body with palms down, and keep your spine in a standard neutral position. when inhaling, keep your body stable, and when exhaling, contract the abdominal muscles, pull your navel toward the spine, tilt the pelvis backward and lift your pubis. continue to exhale, raise your spine from the tailbone section by section to roll off the mat until your knees and hips are raised in a straight line with the shoulders. inhale again, and keep your torso still. exhale, relax your chest and ribs, and turn the spine to the starting position, section by section.",LOv2mp_action_1,frames_open/LOv2mp,496,946,Ue52RvEJgw
LOv2mp_action_1__ann1,,shoulder bridge,4.000000,train,Shoulder Bridge,"The movements follow the instructional text, but it's best to slow down the speed, stabilize the body, and exert force slowly, so as to achieve better training results.","lie on your back with your legs naturally bent about 90 degrees, keep your legs hip_x0002_width apart, and relax your feet. place your hands naturally on both sides of your body with palms down, and keep your spine in a standard neutral position. when inhaling, keep your body stable, and when exhaling, contract the abdominal muscles, pull your navel toward the spine, tilt the pelvis backward and lift your pubis. continue to exhale, raise your spine from the tailbone section by section to roll off the mat until your knees and hips are raised in a straight line with the shoulders. inhale again, and keep your torso still. exhale, relax your chest and ribs, and turn the spine to the starting position, section by section.",LOv2mp_action_1,frames_open/LOv2mp,496,946,hFLOv2mpbU
fu4G7F_action_11__ann0,,clap jacks,4.000000,train,Clap Jacks,Good job,"lift your head and chest, and tense your abdomen. tense the arms, and use the strength of your pectoral muscles to clap your hands while jumping back and forth with alternating feet.",fu4G7F_action_11,frames_open/fu4G7F,9781,10141,Ue52RvEJgw
fu4G7F_action_11__ann1,,clap jacks,5.000000,train,Clap Jacks,"The movements are performed according to the instructional text, smoothly and at a moderate pace. It would be even better if the range of motion could be increased a little.","lift your head and chest, and tense your abdomen. tense the arms, and use the strength of your pectoral muscles to clap your hands while jumping back and forth with alternating feet.",fu4G7F_action_11,frames_open/fu4G7F,9781,10141,hFLOv2mpbU
52RvEJ_action_1__ann0,,sit-ups,2.000000,train,Sit-ups,The hands should reach over the head and touch the feet.,"lie on the mat, put your arms straight on either side of your head, put your feet together, open your legs, and use your abdominal muscles to get up. keep your head, shoulders, upper back, and lower back off the ground in turn, and touch your feet with your hands. make sure your lower back, upper back, shoulder, and head touch the ground in turn when lowering. control your speed throughout the action, with the frequency of about once every 2 seconds.",52RvEJ_action_1,frames_open/52RvEJ,991,2581,Ue52RvEJgw
52RvEJ_action_1__ann1,,sit-ups,4.000000,train,Sit-ups,"At the beginning, keep both arms straight on either side of the head, and when rising, use your hands to touch your feet. Maintain a steady pace and continue.","lie on the mat, put your arms straight on either side of your head, put your feet together, open your legs, and use your abdominal muscles to get up. keep your head, shoulders, upper back, and lower back off the ground in turn, and touch your feet with your hands. make sure your lower back, upper back, shoulder, and head touch the ground in turn when lowering. control your speed throughout the action, with the frequency of about once every 2 seconds.",52RvEJ_action_1,frames_open/52RvEJ,991,2581,hFLOv2mpbU
oc0KO6_action_3__ann0,,clap jacks,2.000000,train,Clap Jacks,"Keep your arms straight, parallel to the ground, and clap your hands alternately in front and behind.","lift your head and chest, and tense your abdomen. tense the arms, and use the strength of your pectoral muscles to clap your hands while jumping back and forth with alternating feet.",oc0KO6_action_3,frames_open/oc0KO6,1876,2056,Ue52RvEJgw
oc0KO6_action_3__ann1,,clap jacks,1.000000,train,Clap Jacks,"The overall completion of the movement is poor, not following the instructional text guidelines, done rather casually, lack of control of the arms, small crossing range of the feet, suggested to pay attention to the completeness and rhythm of the movement, not overly casual.","lift your head and chest, and tense your abdomen. tense the arms, and use the strength of your pectoral muscles to clap your hands while jumping back and forth with alternating feet.",oc0KO6_action_3,frames_open/oc0KO6,1876,2056,hFLOv2mpbU
LOv2mp_action_5__ann0,,leg lunge with knee lift,2.000000,train,Leg Lunge With Knee Lift,Maintaining balance is key,"in the lunge position, the upper body is in a straight line with the back leg, and put your hands on your hips. get up, raise your knees simultaneously, and move as steadily and smoothly as possible. do not tilt your pelvis to the side during the lunge, and keep your pelvis and upper body always forward.",LOv2mp_action_5,frames_open/LOv2mp,4096,4651,Ue52RvEJgw
LOv2mp_action_5__ann1,,leg lunge with knee lift,4.000000,train,Leg Lunge With Knee Lift,"The movements follow the instructional text, the speed is moderate, and the completion speed is smooth, but there are situations such as unstable center of gravity during the completion process, which need to be noted.","in the lunge position, the upper body is in a straight line with the back leg, and put your hands on your hips. get up, raise your knees simultaneously, and move as steadily and smoothly as possible. do not tilt your pelvis to the side during the lunge, and keep your pelvis and upper body always forward.",LOv2mp_action_5,frames_open/LOv2mp,4096,4651,hFLOv2mpbU
hzfx1h_action_12__ann0,,high knee,2.000000,train,High Knee,"Faster, keep your hands straight up and down, don't bend inward.","straighten your back, look ahead, and lift your legs alternately and quickly with your front feet on the ground. keep your body stable and swing your arms with the rhythm of the leg lifts. maintain the fastest speed.",hzfx1h_action_12,frames_open/hzfx1h,7906,8146,Ue52RvEJgw
hzfx1h_action_12__ann1,,high knee,3.000000,train,High Knee,"The movements are done according to the instructional text, at a moderate speed, with smooth completion. It is suggested to raise the legs a bit higher.","straighten your back, look ahead, and lift your legs alternately and quickly with your front feet on the ground. keep your body stable and swing your arms with the rhythm of the leg lifts. maintain the fastest speed.",hzfx1h_action_12,frames_open/hzfx1h,7906,8146,hFLOv2mpbU
bUrhTo_action_3__ann0,,sumo squat,3.000000,train,Sumo Squat,"Practice more, not very skilled.","stand about twice shoulder-width apart, with your toes facing diagonally forward. when squatting to the thighs parallel to the ground, keep your knees in the same direction as your toes. keep your upper body as straight as possible, and sit back slightly when squatting. cross your arms over your chest.",bUrhTo_action_3,frames_open/bUrhTo,2161,2986,Ue52RvEJgw
bUrhTo_action_3__ann1,,sumo squat,4.000000,train,Sumo Squat,"The movements overall follow the instructional text, but the feet are spread too far apart, which may put a significant amount of pressure on the knees and affect the effectiveness of the workout.","stand about twice shoulder-width apart, with your toes facing diagonally forward. when squatting to the thighs parallel to the ground, keep your knees in the same direction as your toes. keep your upper body as straight as possible, and sit back slightly when squatting. cross your arms over your chest.",bUrhTo_action_3,frames_open/bUrhTo,2161,2986,hFLOv2mpbU
9ZMJLs_action_12__ann0,,push-ups,3.000000,train,Push-ups,Sink lower.,"push up on the mat, keep your waist and back straight, keep your body in a straight line from the side, and hold the hands on both sides of the chest, slightly wider than shoulder-width apart. bend your arms and bend down your body until your elbows are slightly higher than your torso, then stretch your arms to get up and restore.",9ZMJLs_action_12,frames_open/9ZMJLs,7696,8116,Ue52RvEJgw
9ZMJLs_action_12__ann1,,push-ups,4.000000,train,Push-ups,"The movements are completed according to the instructional text, smooth movements, it is recommended to control and maintain a straight waist and back.","push up on the mat, keep your waist and back straight, keep your body in a straight line from the side, and hold the hands on both sides of the chest, slightly wider than shoulder-width apart. bend your arms and bend down your body until your elbows are slightly higher than your torso, then stretch your arms to get up and restore.",9ZMJLs_action_12,frames_open/9ZMJLs,7696,8116,hFLOv2mpbU
bUrhTo_action_9__ann0,,shoulder bridge,3.000000,train,Shoulder Bridge,"Not bad, keep practicing.","lie on your back with your legs naturally bent about 90 degrees, keep your legs hip_x0002_width apart, and relax your feet. place your hands naturally on both sides of your body with palms down, and keep your spine in a standard neutral position. when inhaling, keep your body stable, and when exhaling, contract the abdominal muscles, pull your navel toward the spine, tilt the pelvis backward and lift your pubis. continue to exhale, raise your spine from the tailbone section by section to roll off the mat until your knees and hips are raised in a straight line with the shoulders. inhale again, and keep your torso still. exhale, relax your chest and ribs, and turn the spine to the starting position, section by section.",bUrhTo_action_9,frames_open/bUrhTo,9196,10126,Ue52RvEJgw
bUrhTo_action_9__ann1,,shoulder bridge,5.000000,train,Shoulder Bridge,"The movements are in place, following the instructional text, with a stable rhythm and moderate speed, very good.","lie on your back with your legs naturally bent about 90 degrees, keep your legs hip_x0002_width apart, and relax your feet. place your hands naturally on both sides of your body with palms down, and keep your spine in a standard neutral position. when inhaling, keep your body stable, and when exhaling, contract the abdominal muscles, pull your navel toward the spine, tilt the pelvis backward and lift your pubis. continue to exhale, raise your spine from the tailbone section by section to roll off the mat until your knees and hips are raised in a straight line with the shoulders. inhale again, and keep your torso still. exhale, relax your chest and ribs, and turn the spine to the starting position, section by section.",bUrhTo_action_9,frames_open/bUrhTo,9196,10126,hFLOv2mpbU
gwBuNO_action_12__ann0,,leg lunge with knee lift,3.000000,train,Leg Lunge With Knee Lift,The positioning of the hands is incorrect.,"in the lunge position, the upper body is in a straight line with the back leg, and put your hands on your hips. get up, raise your knees simultaneously, and move as steadily and smoothly as possible. do not tilt your pelvis to the side during the lunge, and keep your pelvis and upper body always forward.",gwBuNO_action_12,frames_open/gwBuNO,7546,7951,Ue52RvEJgw
gwBuNO_action_12__ann1,,leg lunge with knee lift,4.000000,train,Leg Lunge With Knee Lift,"It is recommended to keep your head up, chest out, not leaning forward during exercise; tighten your core, stabilize your center of gravity, and maintain the stability of your body.","in the lunge position, the upper body is in a straight line with the back leg, and put your hands on your hips. get up, raise your knees simultaneously, and move as steadily and smoothly as possible. do not tilt your pelvis to the side during the lunge, and keep your pelvis and upper body always forward.",gwBuNO_action_12,frames_open/gwBuNO,7546,7951,hFLOv2mpbU
zOfbr6_action_4__ann0,,kneeling pushing-ups,3.000000,train,Kneeling pushing-ups,"Practice more, the body is not sinking enough.","cross your feet, kneel on the mat, keep your back straight, keep your body in a straight line from the side, and put your hands on both sides of the chest, slightly wider than shoulder-width apart. bend your arms and bend down until your elbows are slightly above your torso, then stretch your arms and get up to restore.",zOfbr6_action_4,frames_open/zOfbr6,6166,7441,Ue52RvEJgw
zOfbr6_action_4__ann1,,kneeling pushing-ups,4.000000,train,Kneeling pushing-ups,"The overall movements are relatively smooth, but the range of motion is small when descending, with a certain degree of shoulder shrugging when viewed from the front.","cross your feet, kneel on the mat, keep your back straight, keep your body in a straight line from the side, and put your hands on both sides of the chest, slightly wider than shoulder-width apart. bend your arms and bend down until your elbows are slightly above your torso, then stretch your arms and get up to restore.",zOfbr6_action_4,frames_open/zOfbr6,6166,7441,hFLOv2mpbU
gtJsTh_action_9__ann0,,jumping jacks,4.000000,train,Jumping Jacks,You did a good job.,"tighten your waist and abdomen, and tense your arms. lift your arms with shoulder strength, press your arms down with back strength, and use your arms to drive your body to jump. jump with your feet open and close, relax your calves as much as possible, and do not lower or raise your head.",gtJsTh_action_9,frames_open/gtJsTh,6196,6481,Ue52RvEJgw
gtJsTh_action_9__ann1,,jumping jacks,5.000000,train,Jumping Jacks,"The movements follow the instructional text, smooth and standard.","tighten your waist and abdomen, and tense your arms. lift your arms with shoulder strength, press your arms down with back strength, and use your arms to drive your body to jump. jump with your feet open and close, relax your calves as much as possible, and do not lower or raise your head.",gtJsTh_action_9,frames_open/gtJsTh,6196,6481,NQqEefRWi4
AXQTck_action_5__ann0,,leg reverse lunge,2.000000,train,Leg Reverse Lunge,Return to the upright position.,"keep your chest up and your abdominal muscles tight, and look ahead with both hands on your hips. step back with your right leg, squat down so that the knee joint and ankle joint are in the same vertical line, and keep the load evenly distributed on both legs; sink your hip, bend the knees and squat down until your right leg knee joint is close to the ground, and then return.",AXQTck_action_5,frames_open/AXQTck,7321,8146,Ue52RvEJgw
AXQTck_action_5__ann1,,leg reverse lunge,5.000000,train,Leg Reverse Lunge,"The movements are smooth, following the instructional text, stable core, very good, but hands can be placed on the hips.","keep your chest up and your abdominal muscles tight, and look ahead with both hands on your hips. step back with your right leg, squat down so that the knee joint and ankle joint are in the same vertical line, and keep the load evenly distributed on both legs; sink your hip, bend the knees and squat down until your right leg knee joint is close to the ground, and then return.",AXQTck_action_5,frames_open/AXQTck,7321,8146,hFLOv2mpbU
5jtgUe_action_8__ann0,,kneeling side torso twist,2.000000,train,Kneeling Side Torso Twist,The elbow should be close to the ground.,lie prone on a yoga mat with your knees on the ground and slightly apart; put your left hand on the ground and bend your right elbow to hold your ear. contract your abdominal muscles and use your right elbow to get closer to the ground; pause briefly and return to the starting position.,5jtgUe_action_8,frames_open/5jtgUe,6991,7981,Ue52RvEJgw
5jtgUe_action_8__ann1,,kneeling side torso twist,4.000000,train,Kneeling Side Torso Twist,"The completion of the movement is low, the elbow did not come close to the ground, which may result in a poorer training effect.",lie prone on a yoga mat with your knees on the ground and slightly apart; put your left hand on the ground and bend your right elbow to hold your ear. contract your abdominal muscles and use your right elbow to get closer to the ground; pause briefly and return to the starting position.,5jtgUe_action_8,frames_open/5jtgUe,6991,7981,hFLOv2mpbU
Of1Uia_action_12__ann0,,clap jacks,2.000000,train,Clap Jacks,The hands should be kept horizontal.,"lift your head and chest, and tense your abdomen. tense the arms, and use the strength of your pectoral muscles to clap your hands while jumping back and forth with alternating feet.",Of1Uia_action_12,frames_open/Of1Uia,8026,8311,Ue52RvEJgw
Of1Uia_action_12__ann1,,clap jacks,3.000000,train,Clap Jacks,"The overall completion of the movements is average, following the instructional text, the completion process is smooth, but the muscle force is not controlled well, and the hand movements are too casual.","lift your head and chest, and tense your abdomen. tense the arms, and use the strength of your pectoral muscles to clap your hands while jumping back and forth with alternating feet.",Of1Uia_action_12,frames_open/Of1Uia,8026,8311,hFLOv2mpbU
siWgNZ_action_6__ann0,,jumping jacks,4.000000,train,Jumping Jacks,"You're doing well, you can go a bit faster.","tighten your waist and abdomen, and tense your arms. lift your arms with shoulder strength, press your arms down with back strength, and use your arms to drive your body to jump. jump with your feet open and close, relax your calves as much as possible, and do not lower or raise your head.",siWgNZ_action_6,frames_open/siWgNZ,7606,7876,Ue52RvEJgw
siWgNZ_action_6__ann1,,jumping jacks,4.000000,train,Jumping Jacks,"The overall completion of the movements is good, the speed is moderate, and it is relatively smooth. It is recommended to strengthen the force in the shoulders when performing the movements, and to use the shoulders to control the swinging of the arms.","tighten your waist and abdomen, and tense your arms. lift your arms with shoulder strength, press your arms down with back strength, and use your arms to drive your body to jump. jump with your feet open and close, relax your calves as much as possible, and do not lower or raise your head.",siWgNZ_action_6,frames_open/siWgNZ,7606,7876,hFLOv2mpbU
naTWa0_action_12__ann0,,push-ups,1.000000,train,Push-ups,"The body is not kept straight, it is arched, and the arms are swinging too wide.","push up on the mat, keep your waist and back straight, keep your body in a straight line from the side, and hold the hands on both sides of the chest, slightly wider than shoulder-width apart. bend your arms and bend down your body until your elbows are slightly higher than your torso, then stretch your arms to get up and restore.",naTWa0_action_12,frames_open/naTWa0,10951,11566,Ue52RvEJgw
naTWa0_action_12__ann1,,push-ups,1.000000,train,Push-ups,"The completion of the movement is poor, the body is not in a straight line, but maintains an arched position, and the descent range is also minimal. It is recommended to pay attention to the posture and try to lower the body to achieve a good training effect.","push up on the mat, keep your waist and back straight, keep your body in a straight line from the side, and hold the hands on both sides of the chest, slightly wider than shoulder-width apart. bend your arms and bend down your body until your elbows are slightly higher than your torso, then stretch your arms to get up and restore.",naTWa0_action_12,frames_open/naTWa0,10951,11566,hFLOv2mpbU
yT4RK3_action_11__ann0,,kneeling side torso twist,4.000000,train,Kneeling Side Torso Twist,Well done,lie prone on a yoga mat with your knees on the ground and slightly apart; put your left hand on the ground and bend your right elbow to hold your ear. contract your abdominal muscles and use your right elbow to get closer to the ground; pause briefly and return to the starting position.,yT4RK3_action_11,frames_open/yT4RK3,5671,6031,Ue52RvEJgw
yT4RK3_action_11__ann1,,kneeling side torso twist,5.000000,train,Kneeling Side Torso Twist,"The movements follow the instructional text, with a steady rhythm, moderate speed, elbows dropping properly, very good!",lie prone on a yoga mat with your knees on the ground and slightly apart; put your left hand on the ground and bend your right elbow to hold your ear. contract your abdominal muscles and use your right elbow to get closer to the ground; pause briefly and return to the starting position.,yT4RK3_action_11,frames_open/yT4RK3,5671,6031,hFLOv2mpbU
